id	task_id	data_date	coa_cd	coa_name	item_name	item_value	created_at
5230	manual-test-001	2026-08-16 00:00:00	1_2_1_2_3	存放同业定期款项_公司金融部_3M	avg_plan_balance	0.0	2026-08-16 09:54:19
5231	manual-test-001	2026-08-16 00:00:00	1_2_1_2_3	存放同业定期款项_公司金融部_3M	avg_plan_average	0.0	2026-08-16 09:54:19
5232	manual-test-001	2026-08-16 00:00:00	1_2_1_2_3	存放同业定期款项_公司金融部_3M	sum_plan_balance	0.0	2026-08-16 09:54:19
5233	manual-test-001	2026-08-16 00:00:00	1_2_1_2_4	存放同业定期款项_公司金融部_6M	avg_plan_balance	0.0	2026-08-16 09:54:19
5234	manual-test-001	2026-08-16 00:00:00	1_2_1_2_4	存放同业定期款项_公司金融部_6M	avg_plan_average	0.0	2026-08-16 09:54:19
5235	manual-test-001	2026-08-16 00:00:00	1_2_1_2_4	存放同业定期款项_公司金融部_6M	sum_plan_balance	0.0	2026-08-16 09:54:19
5236	manual-test-001	2026-08-16 00:00:00	1_2_1_2_5	存放同业定期款项_公司金融部_1Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5237	manual-test-001	2026-08-16 00:00:00	1_2_1_2_5	存放同业定期款项_公司金融部_1Y	avg_plan_average	0.0	2026-08-16 09:54:19
5238	manual-test-001	2026-08-16 00:00:00	1_2_1_2_5	存放同业定期款项_公司金融部_1Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5239	manual-test-001	2026-08-16 00:00:00	1_2_2	拆放同业款项	avg_plan_balance	0.0	2026-08-16 09:54:19
5240	manual-test-001	2026-08-16 00:00:00	1_2_2	拆放同业款项	avg_plan_average	0.0	2026-08-16 09:54:19
5241	manual-test-001	2026-08-16 00:00:00	1_2_2	拆放同业款项	sum_plan_balance	0.0	2026-08-16 09:54:19
5242	manual-test-001	2026-08-16 00:00:00	1_2_2_1	拆放同业款项_1D	avg_plan_balance	0.0	2026-08-16 09:54:19
5243	manual-test-001	2026-08-16 00:00:00	1_2_2_1	拆放同业款项_1D	avg_plan_average	0.0	2026-08-16 09:54:19
5244	manual-test-001	2026-08-16 00:00:00	1_2_2_1	拆放同业款项_1D	sum_plan_balance	0.0	2026-08-16 09:54:19
5245	manual-test-001	2026-08-16 00:00:00	1_2_2_2	拆放同业款项_1M	avg_plan_balance	0.0	2026-08-16 09:54:19
5246	manual-test-001	2026-08-16 00:00:00	1_2_2_2	拆放同业款项_1M	avg_plan_average	0.0	2026-08-16 09:54:19
5247	manual-test-001	2026-08-16 00:00:00	1_2_2_2	拆放同业款项_1M	sum_plan_balance	0.0	2026-08-16 09:54:19
5248	manual-test-001	2026-08-16 00:00:00	1_2_2_3	拆放同业款项_3M	avg_plan_balance	0.0	2026-08-16 09:54:19
5249	manual-test-001	2026-08-16 00:00:00	1_2_2_3	拆放同业款项_3M	avg_plan_average	0.0	2026-08-16 09:54:19
5250	manual-test-001	2026-08-16 00:00:00	1_2_2_3	拆放同业款项_3M	sum_plan_balance	0.0	2026-08-16 09:54:19
5251	manual-test-001	2026-08-16 00:00:00	1_2_2_4	拆放同业款项_6M	avg_plan_balance	0.0	2026-08-16 09:54:19
5252	manual-test-001	2026-08-16 00:00:00	1_2_2_4	拆放同业款项_6M	avg_plan_average	0.0	2026-08-16 09:54:19
5253	manual-test-001	2026-08-16 00:00:00	1_2_2_4	拆放同业款项_6M	sum_plan_balance	0.0	2026-08-16 09:54:19
5254	manual-test-001	2026-08-16 00:00:00	1_2_2_5	拆放同业款项_1Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5255	manual-test-001	2026-08-16 00:00:00	1_2_2_5	拆放同业款项_1Y	avg_plan_average	0.0	2026-08-16 09:54:19
5256	manual-test-001	2026-08-16 00:00:00	1_2_2_5	拆放同业款项_1Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5257	manual-test-001	2026-08-16 00:00:00	1_2_3	买入返售	avg_plan_balance	0.0	2026-08-16 09:54:19
5258	manual-test-001	2026-08-16 00:00:00	1_2_3	买入返售	avg_plan_average	0.0	2026-08-16 09:54:19
5259	manual-test-001	2026-08-16 00:00:00	1_2_3	买入返售	sum_plan_balance	0.0	2026-08-16 09:54:19
5260	manual-test-001	2026-08-16 00:00:00	1_2_3_1	买入返售债券	avg_plan_balance	0.0	2026-08-16 09:54:19
5261	manual-test-001	2026-08-16 00:00:00	1_2_3_1	买入返售债券	avg_plan_average	0.0	2026-08-16 09:54:19
5262	manual-test-001	2026-08-16 00:00:00	1_2_3_1	买入返售债券	sum_plan_balance	0.0	2026-08-16 09:54:19
5263	manual-test-001	2026-08-16 00:00:00	1_2_3_1_1	买入返售债券_买断式_1D	avg_plan_balance	0.0	2026-08-16 09:54:19
5264	manual-test-001	2026-08-16 00:00:00	1_2_3_1_1	买入返售债券_买断式_1D	avg_plan_average	0.0	2026-08-16 09:54:19
5265	manual-test-001	2026-08-16 00:00:00	1_2_3_1_1	买入返售债券_买断式_1D	sum_plan_balance	0.0	2026-08-16 09:54:19
5266	manual-test-001	2026-08-16 00:00:00	1_2_3_1_2	买入返售债券_买断式_7D	avg_plan_balance	0.0	2026-08-16 09:54:19
5267	manual-test-001	2026-08-16 00:00:00	1_2_3_1_2	买入返售债券_买断式_7D	avg_plan_average	0.0	2026-08-16 09:54:19
5268	manual-test-001	2026-08-16 00:00:00	1_2_3_1_2	买入返售债券_买断式_7D	sum_plan_balance	0.0	2026-08-16 09:54:19
5269	manual-test-001	2026-08-16 00:00:00	1_2_3_1_3	买入返售债券_质押式_1D	avg_plan_balance	0.0	2026-08-16 09:54:19
5270	manual-test-001	2026-08-16 00:00:00	1_2_3_1_3	买入返售债券_质押式_1D	avg_plan_average	0.0	2026-08-16 09:54:19
5271	manual-test-001	2026-08-16 00:00:00	1_2_3_1_3	买入返售债券_质押式_1D	sum_plan_balance	0.0	2026-08-16 09:54:19
5272	manual-test-001	2026-08-16 00:00:00	1_2_3_1_4	买入返售债券_质押式_7D	avg_plan_balance	0.0	2026-08-16 09:54:19
5273	manual-test-001	2026-08-16 00:00:00	1_2_3_1_4	买入返售债券_质押式_7D	avg_plan_average	0.0	2026-08-16 09:54:19
5274	manual-test-001	2026-08-16 00:00:00	1_2_3_1_4	买入返售债券_质押式_7D	sum_plan_balance	0.0	2026-08-16 09:54:19
5275	manual-test-001	2026-08-16 00:00:00	1_2_3_2	买入返售票据	avg_plan_balance	0.0	2026-08-16 09:54:19
5276	manual-test-001	2026-08-16 00:00:00	1_2_3_2	买入返售票据	avg_plan_average	0.0	2026-08-16 09:54:19
5277	manual-test-001	2026-08-16 00:00:00	1_2_3_2	买入返售票据	sum_plan_balance	0.0	2026-08-16 09:54:19
5278	manual-test-001	2026-08-16 00:00:00	1_2_3_2_1	买入返售票据_买断式_1D	avg_plan_balance	0.0	2026-08-16 09:54:19
5279	manual-test-001	2026-08-16 00:00:00	1_2_3_2_1	买入返售票据_买断式_1D	avg_plan_average	0.0	2026-08-16 09:54:19
5280	manual-test-001	2026-08-16 00:00:00	1_2_3_2_1	买入返售票据_买断式_1D	sum_plan_balance	0.0	2026-08-16 09:54:19
5281	manual-test-001	2026-08-16 00:00:00	1_2_3_2_2	买入返售票据_买断式_7D	avg_plan_balance	0.0	2026-08-16 09:54:19
5282	manual-test-001	2026-08-16 00:00:00	1_2_3_2_2	买入返售票据_买断式_7D	avg_plan_average	0.0	2026-08-16 09:54:19
5283	manual-test-001	2026-08-16 00:00:00	1_2_3_2_2	买入返售票据_买断式_7D	sum_plan_balance	0.0	2026-08-16 09:54:19
5284	manual-test-001	2026-08-16 00:00:00	1_2_3_2_3	买入返售票据_质押式_1D	avg_plan_balance	0.0	2026-08-16 09:54:19
5285	manual-test-001	2026-08-16 00:00:00	1_2_3_2_3	买入返售票据_质押式_1D	avg_plan_average	0.0	2026-08-16 09:54:19
5286	manual-test-001	2026-08-16 00:00:00	1_2_3_2_3	买入返售票据_质押式_1D	sum_plan_balance	0.0	2026-08-16 09:54:19
5287	manual-test-001	2026-08-16 00:00:00	1_2_3_2_4	买入返售票据_质押式_7D	avg_plan_balance	0.0	2026-08-16 09:54:19
5288	manual-test-001	2026-08-16 00:00:00	1_2_3_2_4	买入返售票据_质押式_7D	avg_plan_average	0.0	2026-08-16 09:54:19
5289	manual-test-001	2026-08-16 00:00:00	1_2_3_2_4	买入返售票据_质押式_7D	sum_plan_balance	0.0	2026-08-16 09:54:19
5290	manual-test-001	2026-08-16 00:00:00	1_3	各项投资	avg_plan_balance	0.0	2026-08-16 09:54:19
5291	manual-test-001	2026-08-16 00:00:00	1_3	各项投资	avg_plan_average	0.0	2026-08-16 09:54:19
5292	manual-test-001	2026-08-16 00:00:00	1_3	各项投资	sum_plan_balance	0.0	2026-08-16 09:54:19
5293	manual-test-001	2026-08-16 00:00:00	1_3_1	金融市场部投资	avg_plan_balance	0.0	2026-08-16 09:54:19
5294	manual-test-001	2026-08-16 00:00:00	1_3_1	金融市场部投资	avg_plan_average	0.0	2026-08-16 09:54:19
5295	manual-test-001	2026-08-16 00:00:00	1_3_1	金融市场部投资	sum_plan_balance	0.0	2026-08-16 09:54:19
5296	manual-test-001	2026-08-16 00:00:00	1_3_1_1	金融市场部_交易性金融资产	avg_plan_balance	0.0	2026-08-16 09:54:19
5297	manual-test-001	2026-08-16 00:00:00	1_3_1_1	金融市场部_交易性金融资产	avg_plan_average	0.0	2026-08-16 09:54:19
5298	manual-test-001	2026-08-16 00:00:00	1_3_1_1	金融市场部_交易性金融资产	sum_plan_balance	0.0	2026-08-16 09:54:19
5299	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1	金融市场部_交易性国债投资	avg_plan_balance	0.0	2026-08-16 09:54:19
5300	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1	金融市场部_交易性国债投资	avg_plan_average	0.0	2026-08-16 09:54:19
5301	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1	金融市场部_交易性国债投资	sum_plan_balance	0.0	2026-08-16 09:54:19
5302	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1	金融市场部_交易性国债投资_司库	avg_plan_balance	0.0	2026-08-16 09:54:19
5303	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1	金融市场部_交易性国债投资_司库	avg_plan_average	0.0	2026-08-16 09:54:19
5304	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1	金融市场部_交易性国债投资_司库	sum_plan_balance	0.0	2026-08-16 09:54:19
5305	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_1	金融市场部_交易性国债投资_司库_1Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5306	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_1	金融市场部_交易性国债投资_司库_1Y	avg_plan_average	0.0	2026-08-16 09:54:19
5307	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_1	金融市场部_交易性国债投资_司库_1Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5308	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_2	金融市场部_交易性国债投资_司库_3Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5309	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_2	金融市场部_交易性国债投资_司库_3Y	avg_plan_average	0.0	2026-08-16 09:54:19
5310	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_2	金融市场部_交易性国债投资_司库_3Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5311	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_3	金融市场部_交易性国债投资_司库_5Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5312	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_3	金融市场部_交易性国债投资_司库_5Y	avg_plan_average	0.0	2026-08-16 09:54:19
5313	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_3	金融市场部_交易性国债投资_司库_5Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5314	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_4	金融市场部_交易性国债投资_司库_10Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5315	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_4	金融市场部_交易性国债投资_司库_10Y	avg_plan_average	0.0	2026-08-16 09:54:19
5316	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_1_4	金融市场部_交易性国债投资_司库_10Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5317	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2	金融市场部_交易性国债投资_非司库	avg_plan_balance	0.0	2026-08-16 09:54:19
5318	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2	金融市场部_交易性国债投资_非司库	avg_plan_average	0.0	2026-08-16 09:54:19
5319	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2	金融市场部_交易性国债投资_非司库	sum_plan_balance	0.0	2026-08-16 09:54:19
5320	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1	金融市场部_交易性国债投资_非司库_交易账户	avg_plan_balance	0.0	2026-08-16 09:54:19
5321	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1	金融市场部_交易性国债投资_非司库_交易账户	avg_plan_average	0.0	2026-08-16 09:54:19
5322	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1	金融市场部_交易性国债投资_非司库_交易账户	sum_plan_balance	0.0	2026-08-16 09:54:19
5323	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_1	金融市场部_交易性国债投资_非司库_交易账户_1Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5324	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_1	金融市场部_交易性国债投资_非司库_交易账户_1Y	avg_plan_average	0.0	2026-08-16 09:54:19
5325	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_1	金融市场部_交易性国债投资_非司库_交易账户_1Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5326	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_2	金融市场部_交易性国债投资_非司库_交易账户_3Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5327	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_2	金融市场部_交易性国债投资_非司库_交易账户_3Y	avg_plan_average	0.0	2026-08-16 09:54:19
5328	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_2	金融市场部_交易性国债投资_非司库_交易账户_3Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5329	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_3	金融市场部_交易性国债投资_非司库_交易账户_5Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5330	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_3	金融市场部_交易性国债投资_非司库_交易账户_5Y	avg_plan_average	0.0	2026-08-16 09:54:19
5331	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_3	金融市场部_交易性国债投资_非司库_交易账户_5Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5332	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_4	金融市场部_交易性国债投资_非司库_交易账户_10Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5333	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_4	金融市场部_交易性国债投资_非司库_交易账户_10Y	avg_plan_average	0.0	2026-08-16 09:54:19
5334	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_1_4	金融市场部_交易性国债投资_非司库_交易账户_10Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5335	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2	金融市场部_交易性国债投资_非司库_银行账户	avg_plan_balance	0.0	2026-08-16 09:54:19
5336	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2	金融市场部_交易性国债投资_非司库_银行账户	avg_plan_average	0.0	2026-08-16 09:54:19
5337	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2	金融市场部_交易性国债投资_非司库_银行账户	sum_plan_balance	0.0	2026-08-16 09:54:19
5338	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_1	金融市场部_交易性国债投资_非司库_银行账户_1Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5339	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_1	金融市场部_交易性国债投资_非司库_银行账户_1Y	avg_plan_average	0.0	2026-08-16 09:54:19
5340	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_1	金融市场部_交易性国债投资_非司库_银行账户_1Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5341	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_2	金融市场部_交易性国债投资_非司库_银行账户_3Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5342	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_2	金融市场部_交易性国债投资_非司库_银行账户_3Y	avg_plan_average	0.0	2026-08-16 09:54:19
5343	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_2	金融市场部_交易性国债投资_非司库_银行账户_3Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5344	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_3	金融市场部_交易性国债投资_非司库_银行账户_5Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5345	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_3	金融市场部_交易性国债投资_非司库_银行账户_5Y	avg_plan_average	0.0	2026-08-16 09:54:19
5346	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_3	金融市场部_交易性国债投资_非司库_银行账户_5Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5347	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_4	金融市场部_交易性国债投资_非司库_银行账户_10Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5348	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_4	金融市场部_交易性国债投资_非司库_银行账户_10Y	avg_plan_average	0.0	2026-08-16 09:54:19
5349	manual-test-001	2026-08-16 00:00:00	1_3_1_1_1_2_2_4	金融市场部_交易性国债投资_非司库_银行账户_10Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5350	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2	金融市场部_交易性央票投资	avg_plan_balance	0.0	2026-08-16 09:54:19
5351	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2	金融市场部_交易性央票投资	avg_plan_average	0.0	2026-08-16 09:54:19
5352	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2	金融市场部_交易性央票投资	sum_plan_balance	0.0	2026-08-16 09:54:19
5353	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1	金融市场部_交易性央票投资_司库	avg_plan_balance	0.0	2026-08-16 09:54:19
5354	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1	金融市场部_交易性央票投资_司库	avg_plan_average	0.0	2026-08-16 09:54:19
5355	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1	金融市场部_交易性央票投资_司库	sum_plan_balance	0.0	2026-08-16 09:54:19
5356	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_1	金融市场部_交易性央票投资_司库_1Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5357	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_1	金融市场部_交易性央票投资_司库_1Y	avg_plan_average	0.0	2026-08-16 09:54:19
5358	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_1	金融市场部_交易性央票投资_司库_1Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5359	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_2	金融市场部_交易性央票投资_司库_3Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5360	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_2	金融市场部_交易性央票投资_司库_3Y	avg_plan_average	0.0	2026-08-16 09:54:19
5361	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_2	金融市场部_交易性央票投资_司库_3Y	sum_plan_balance	0.0	2026-08-16 09:54:19
5362	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_3	金融市场部_交易性央票投资_司库_5Y	avg_plan_balance	0.0	2026-08-16 09:54:19
5363	manual-test-001	2026-08-16 00:00:00	1_3_1_1_2_1_3	金融市场部_交易性央票投资_司库_5Y	avg_plan_average	0.0	2026-08-16 09:54:19
