id	uuid	coa_cd	coa_name	weight	risk_weight_1	risk_weight_2	risk_weight_3	risk_weight_4	risk_weight_5	risk_weight_6	risk_weight_7	risk_weight_8	risk_weight_9	risk_weight_10	risk_weight_11	risk_weight_12	risk_weight_13	risk_weight_14	risk_weight_15	risk_weight_16	risk_weight_17	risk_weight_18	risk_weight_19	risk_weight_20	risk_weight_21	risk_weight_22	risk_weight_23	risk_weight_24
72	4d22fad7-75ae-4e54-86b0-02298140b313	1_3_1_1_4_2_2_1	金融市场部_交易性政策性金融债投资_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
73	2eb94023-bde3-4afc-afdf-c0c4576a9584	1_3_1_1_4_2_2_2	金融市场部_交易性政策性金融债投资_非司库_银行账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
74	60ac25b7-c1a8-4cd9-99d6-3f6a214be3fa	1_3_1_1_4_2_2_3	金融市场部_交易性政策性金融债投资_非司库_银行账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
75	374f1600-4604-44c9-a446-a149d1320844	1_3_1_1_4_2_2_4	金融市场部_交易性政策性金融债投资_非司库_银行账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
76	833e9b06-a017-48eb-83fd-7278ffc89533	1_3_1_1_5_1_1	金融市场部_交易性商业银行债投资_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
77	1558644d-5a55-4dd4-8ee4-3a365086d56e	1_3_1_1_5_1_2	金融市场部_交易性商业银行债投资_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
78	0a02f982-a48e-4dd6-939d-6bd60fde221a	1_3_1_1_5_1_3	金融市场部_交易性商业银行债投资_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
79	d2355f2b-3036-4cee-8c5e-18a2dd11e24b	1_3_1_1_5_1_4	金融市场部_交易性商业银行债投资_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
80	d530765a-15f2-40ae-b56d-9e1603c28c1e	1_3_1_1_5_2_1_1	金融市场部_交易性商业银行债投资_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
81	bc14baf3-1237-431f-a8ec-db505ed8e71e	1_3_1_1_5_2_1_2	金融市场部_交易性商业银行债投资_非司库_交易账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
82	47c1e2d8-c0af-42a0-8708-d0e6d44b4ffa	1_3_1_1_5_2_1_3	金融市场部_交易性商业银行债投资_非司库_交易账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
83	8c35d0d3-ee02-4da3-a425-c5ee74f04736	1_3_1_1_5_2_1_4	金融市场部_交易性商业银行债投资_非司库_交易账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
84	c77979db-9f56-4fd2-9177-277a7ba7e191	1_3_1_1_5_2_2_1	金融市场部_交易性商业银行债投资_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
85	ec70a9d1-6658-4c86-b289-44cad91759a0	1_3_1_1_5_2_2_2	金融市场部_交易性商业银行债投资_非司库_银行账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
86	17810567-ed59-46f3-9f7a-52983a2213b2	1_3_1_1_5_2_2_3	金融市场部_交易性商业银行债投资_非司库_银行账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
87	ae725a42-832d-498d-be4c-b7a6c266036d	1_3_1_1_5_2_2_4	金融市场部_交易性商业银行债投资_非司库_银行账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
88	23f3a98b-b1fa-486a-ade4-b27c2f5d5bc5	1_3_1_1_6_1_1_1	金融市场部_交易性金融机构债投资_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
89	f1a34e45-9e3e-4dcb-869f-df479f5d2095	1_3_1_1_6_1_1_2	金融市场部_交易性金融机构债投资_非司库_交易账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
90	74c1b8cc-ff6b-415e-bd22-fa6b286e3a6a	1_3_1_1_6_1_1_3	金融市场部_交易性金融机构债投资_非司库_交易账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
91	5e4e2461-6cd4-4431-b92d-cfaea9899956	1_3_1_1_6_1_1_4	金融市场部_交易性金融机构债投资_非司库_交易账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
92	bffebfa8-db5b-4b47-905d-c4f2671bd9ed	1_3_1_1_6_1_2_1	金融市场部_交易性金融机构债投资_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
93	1da249a8-5f10-45c1-af3e-aeca47522f94	1_3_1_1_6_1_2_2	金融市场部_交易性金融机构债投资_非司库_银行账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
94	acf5fb97-8d7b-4a40-96e3-e328f699b4c5	1_3_1_1_6_1_2_3	金融市场部_交易性金融机构债投资_非司库_银行账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
95	33be3838-a372-426b-a898-4a3e47c0ca47	1_3_1_1_6_1_2_4	金融市场部_交易性金融机构债投资_非司库_银行账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
96	0a08545d-4de7-4e61-a50c-b14ab8a132ec	1_3_1_1_7_1_1_1	金融市场部_交易性公司债投资_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
97	3625d47e-9bda-4a2c-9281-18aa182093d9	1_3_1_1_7_1_1_2	金融市场部_交易性公司债投资_非司库_交易账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
98	a334b2b3-a878-47a4-a78a-f5af997e15ef	1_3_1_1_7_1_1_3	金融市场部_交易性公司债投资_非司库_交易账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
99	e7f4c8ac-b2cb-4921-9330-0435a5435dae	1_3_1_1_7_1_1_4	金融市场部_交易性公司债投资_非司库_交易账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
100	31fa2d59-4e5f-445e-99f5-e78a980b62e8	1_3_1_1_7_1_2_1	金融市场部_交易性公司债投资_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
101	d540aade-f33b-4570-9108-1e30f31acb4c	1_3_1_1_7_1_2_2	金融市场部_交易性公司债投资_非司库_银行账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
102	325f3bd3-e2b2-4b64-9d9e-9189e8596a62	1_3_1_1_7_1_2_3	金融市场部_交易性公司债投资_非司库_银行账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
103	c994bc48-3d02-4fb4-a79d-3b52624e34a1	1_3_1_1_7_1_2_4	金融市场部_交易性公司债投资_非司库_银行账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
104	3742eb1c-38ac-4c5c-a2f8-e4cbfb873965	1_3_1_1_8_1_1_1	金融市场部_交易性同业存单投资_非司库_交易账户_1M	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
105	37976045-abbd-40df-a413-42bc67caa33a	1_3_1_1_8_1_1_2	金融市场部_交易性同业存单投资_非司库_交易账户_3M	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
106	501284fc-146d-4945-be33-0b7039bf1e11	1_3_1_1_8_1_1_3	金融市场部_交易性同业存单投资_非司库_交易账户_6M	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
107	16f97f16-9433-4b0e-bc27-18fdc936b5ba	1_3_1_1_8_1_1_4	金融市场部_交易性同业存单投资_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
108	a2b85270-b341-4c53-b467-536114024c96	1_3_1_1_8_1_2_1	金融市场部_交易性同业存单投资_非司库_银行账户_1M	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
109	1bb65e6e-2927-49ae-bb30-e0fc011a7a8b	1_3_1_1_8_1_2_2	金融市场部_交易性同业存单投资_非司库_银行账户_3M	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
110	09faee83-419a-4828-aed7-f0eb1b01db97	1_3_1_1_8_1_2_3	金融市场部_交易性同业存单投资_非司库_银行账户_6M	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
111	3e5a0411-add1-4a78-aaa3-2d027418d61b	1_3_1_1_8_1_2_4	金融市场部_交易性同业存单投资_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
112	6aeccc67-ae89-4599-89af-32f09cc3ce3a	1_3_1_1_9_1_1_1	金融市场部_交易性金融资产_其他_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
113	d87ff69b-1dcf-4bc0-9a9c-935158b2052b	1_3_1_1_9_1_1_2	金融市场部_交易性金融资产_其他_非司库_交易账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
114	77602ed6-cafa-4eb8-84eb-e9a363664d30	1_3_1_1_9_1_1_3	金融市场部_交易性金融资产_其他_非司库_交易账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
115	26dd9069-13e7-4e49-9c63-6422ce59694b	1_3_1_1_9_1_2_1	金融市场部_交易性金融资产_其他_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
116	2c4c78b1-1e61-45df-ab6e-c300d7fcd595	1_3_1_1_9_1_2_2	金融市场部_交易性金融资产_其他_非司库_银行账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
117	cc31e8ad-cb23-496d-a2d6-f838f991515e	1_3_1_1_9_1_2_3	金融市场部_交易性金融资产_其他_非司库_银行账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
118	0fdbe072-d9f4-44cc-b054-1a94bddc7fa0	1_3_1_2_1_1_1	金融市场部_其他债权投资_国债_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
119	e6f05766-e7c7-42e8-b7c5-c43fce60cc9e	1_3_1_2_1_1_2	金融市场部_其他债权投资_国债_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
120	14e2ee98-5ebb-4236-97a5-d18de11f8440	1_3_1_2_1_1_3	金融市场部_其他债权投资_国债_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
121	f22bcf5a-141e-42e1-bc64-25061130a6c9	1_3_1_2_1_1_4	金融市场部_其他债权投资_国债_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
122	1bdadac0-0616-47db-9c03-efe06be99a25	1_3_1_2_1_2_1	金融市场部_其他债权投资_国债_非司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
123	b6b224a9-fd8f-49b8-92d2-73741e296617	1_3_1_2_1_2_2	金融市场部_其他债权投资_国债_非司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
124	e97e06ca-c9c3-40bb-9ff8-3584519362ff	1_3_1_2_1_2_3	金融市场部_其他债权投资_国债_非司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
125	b7049385-0f7d-4ae1-80c6-350ddc87004a	1_3_1_2_1_2_4	金融市场部_其他债权投资_国债_非司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
126	0b630285-cb79-466b-9ec9-2f179dbb9705	1_3_1_2_2_1_1	金融市场部_其他债权投资_央票_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
127	a455525b-9358-48ce-bfd0-31ff3bd4d36a	1_3_1_2_2_1_2	金融市场部_其他债权投资_央票_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
128	8c6d8300-237d-4f65-8759-c256f64b18a6	1_3_1_2_2_1_3	金融市场部_其他债权投资_央票_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
129	3db1bf10-2750-4986-ac70-b74791d60b26	1_3_1_2_2_1_4	金融市场部_其他债权投资_央票_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
130	283b7c71-71d3-450e-b2be-dcc0d5a590c6	1_3_1_2_2_2_1	金融市场部_其他债权投资_央票_非司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
131	8e679c73-3bc9-4fa8-aa6f-e58da76c2037	1_3_1_2_2_2_2	金融市场部_其他债权投资_央票_非司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
132	614476cf-b4c7-4c33-8c01-28105a8af030	1_3_1_2_2_2_3	金融市场部_其他债权投资_央票_非司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
133	c2be253b-0d18-4129-a2f3-4d29f0c4a6d8	1_3_1_2_2_2_4	金融市场部_其他债权投资_央票_非司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
134	cdfa301d-3c72-4133-9f5c-1a2957770800	1_3_1_2_3_1_1	金融市场部_其他债权投资_地方政府债_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
135	9ce3cb05-9ed0-49f5-b2e2-f73d78668cef	1_3_1_2_3_1_2	金融市场部_其他债权投资_地方政府债_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
136	4a6600ac-30cf-4a7d-a9e0-cc44c7cad034	1_3_1_2_3_1_3	金融市场部_其他债权投资_地方政府债_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
137	3f6d2f69-846b-4d57-9b8c-13fc02671443	1_3_1_2_3_1_4	金融市场部_其他债权投资_地方政府债_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
138	47e856dd-fbd1-48f0-afa3-005c3d496fe8	1_3_1_2_3_2_1	金融市场部_其他债权投资_地方政府债_非司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
139	a8cd0792-42d4-44ad-8a9c-40b84e210285	1_3_1_2_3_2_2	金融市场部_其他债权投资_地方政府债_非司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
140	63a439a4-1452-4cc9-9dbe-48021d57ab16	1_3_1_2_3_2_3	金融市场部_其他债权投资_地方政府债_非司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
141	2257d1ef-aadb-47a3-805b-02cb2bd222ef	1_3_1_2_3_2_4	金融市场部_其他债权投资_地方政府债_非司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
142	3c555152-9074-4d35-846f-e843f1f6816c	1_3_1_2_4_1_1	金融市场部_其他债权投资_政策性金融债_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
143	fd899b62-8dac-446f-beca-d893754414db	1_3_1_2_4_1_2	金融市场部_其他债权投资_政策性金融债_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
144	decd86b6-8913-4c30-b83d-af948c97ef62	1_3_1_2_4_1_3	金融市场部_其他债权投资_政策性金融债_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
145	0cdfeea9-b5a9-4ff7-9030-777b1e082045	1_3_1_2_4_1_4	金融市场部_其他债权投资_政策性金融债_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
146	ad3a2041-3034-40d6-9416-f36f2e2f960d	1_3_1_2_4_2_1	金融市场部_其他债权投资_政策性金融债_非司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
147	c35b5e7d-c487-4b08-a819-37aebc89fb2a	1_3_1_2_4_2_2	金融市场部_其他债权投资_政策性金融债_非司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
148	8c08136f-c325-4737-8d2c-4d188cc1ecd2	1_3_1_2_4_2_3	金融市场部_其他债权投资_政策性金融债_非司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
149	ff93127e-684e-4c69-85a6-3180c468b822	1_3_1_2_4_2_4	金融市场部_其他债权投资_政策性金融债_非司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
150	b094b66a-7770-4c54-ac5d-78cdce324d44	1_3_1_2_5_1_1	金融市场部_其他债权投资_商业银行债_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
151	e7b52073-f41f-4099-9ca5-b1208e166d17	1_3_1_2_5_1_2	金融市场部_其他债权投资_商业银行债_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
