id	uuid	coa_cd	coa_name	weight	risk_weight_1	risk_weight_2	risk_weight_3	risk_weight_4	risk_weight_5	risk_weight_6	risk_weight_7	risk_weight_8	risk_weight_9	risk_weight_10	risk_weight_11	risk_weight_12	risk_weight_13	risk_weight_14	risk_weight_15	risk_weight_16	risk_weight_17	risk_weight_18	risk_weight_19	risk_weight_20	risk_weight_21	risk_weight_22	risk_weight_23	risk_weight_24
28	632eb099-694a-4fc6-957f-ee0906339bbd	1_3_1_1_1_1_1	金融市场部_交易性国债投资_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
29	517ade71-046d-4282-b34d-31c624097467	1_3_1_1_1_1_2	金融市场部_交易性国债投资_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
30	5b7d8ab0-af3a-44bc-81d1-e7af6d08de44	1_3_1_1_1_1_3	金融市场部_交易性国债投资_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
31	85f91830-d2e4-4ff2-a90f-edd0d8abdfa7	1_3_1_1_1_1_4	金融市场部_交易性国债投资_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
32	bf063969-be61-4f2a-b678-fcee9f4ce979	1_3_1_1_1_2_1_1	金融市场部_交易性国债投资_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
33	1cd8b638-1872-41e7-88f8-48ce842dc691	1_3_1_1_1_2_1_2	金融市场部_交易性国债投资_非司库_交易账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
34	3102eccd-8bd7-4e1b-966c-5a709bffe203	1_3_1_1_1_2_1_3	金融市场部_交易性国债投资_非司库_交易账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
35	9b177eec-51f9-4bed-9414-ce6423908a18	1_3_1_1_1_2_1_4	金融市场部_交易性国债投资_非司库_交易账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
36	0ba0c0d1-5d3a-4644-8d90-7b15f00585eb	1_3_1_1_1_2_2_1	金融市场部_交易性国债投资_非司库_银行账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
37	ef9a6717-4b48-4141-88e1-560d4ec9af9c	1_3_1_1_1_2_2_2	金融市场部_交易性国债投资_非司库_银行账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
38	7b87c7b5-b91a-451b-9035-bafb19d80d57	1_3_1_1_1_2_2_3	金融市场部_交易性国债投资_非司库_银行账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
39	b1ed43d9-9d82-41f7-a568-0eb8d7d5df96	1_3_1_1_1_2_2_4	金融市场部_交易性国债投资_非司库_银行账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
40	59446ca3-3003-4f87-9fd4-4576bfb1b10f	1_3_1_1_2_1_1	金融市场部_交易性央票投资_司库_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
41	026836a8-430f-4997-ac2f-cfe2ffc7dcdd	1_3_1_1_2_1_2	金融市场部_交易性央票投资_司库_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
42	bfeb4817-d589-493b-b79e-e29f4976c890	1_3_1_1_2_1_3	金融市场部_交易性央票投资_司库_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
43	16d261ad-9606-443b-9a7a-94eb11905fd9	1_3_1_1_2_1_4	金融市场部_交易性央票投资_司库_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
44	6484bcc1-fba1-4f0e-9d46-09fa727ac17e	1_3_1_1_2_2_1_1	金融市场部_交易性央票投资_非司库_交易账户_1Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
45	b82b8dd0-75a1-464c-8b37-3ccf08ac8262	1_3_1_1_2_2_1_2	金融市场部_交易性央票投资_非司库_交易账户_3Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
46	bda3129b-9657-4c4d-b3a6-31c4a1f76cab	1_3_1_1_2_2_1_3	金融市场部_交易性央票投资_非司库_交易账户_5Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
47	284ca2a2-ab43-41af-b418-9f42d555443d	1_3_1_1_2_2_1_4	金融市场部_交易性央票投资_非司库_交易账户_10Y	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.1
