id	task_id	calc_version	data_date	status	progress	error_message	started_at	completed_at	created_by
13	2f2a5423-9e02-4954-89cc-7f0996cb0c2a	20260816-0001	2026-08-16 00:00:00	empty	100	测试版本	2026-08-16 09:44:26	2026-08-16 09:44:26	1
14	9ae8f8d1-f123-4dd7-ab25-0beff8ce2006	20260816-0002	2026-08-16 00:00:00	success	100	{"task_id": "9ae8f8d1-f123-4dd7-ab25-0beff8ce2006", "data_date": "2026-08-16", "shapes": {"engine_a": [774, 48], "engine_b": [774, 96], "engine_c": [774, 75], "engine_d": [774, 69]}, "elapsed_seconds": 17.362, "engine_stats": {"engine_a": {"shape": [774, 48], "elapsed": 2.117, "cols": 48}, "engine_b": {"shape": [774, 96], "elapsed": 5.237, "cols": 96}, "engine_c": {"shape": [774, 75], "elapsed": 4.605, "cols": 75}, "engine_d": {"shape": [774, 69], "elapsed": 2.523, "cols": 69}}, "status": "su...	2026-08-16 09:44:35	2026-08-16 09:44:54	1
15	26dc71c2-21c1-4aa7-8443-2220cccff546	20260816-0003	2026-08-16 00:00:00	success	100	{"task_id": "26dc71c2-21c1-4aa7-8443-2220cccff546", "data_date": "2026-08-16", "shapes": {"engine_a": [774, 48], "engine_b": [774, 96], "engine_c": [774, 75], "engine_d": [774, 69]}, "elapsed_seconds": 12.64, "engine_stats": {"engine_a": {"shape": [774, 48], "elapsed": 0.883, "cols": 48}, "engine_b": {"shape": [774, 96], "elapsed": 2.715, "cols": 96}, "engine_c": {"shape": [774, 75], "elapsed": 3.935, "cols": 75}, "engine_d": {"shape": [774, 69], "elapsed": 2.705, "cols": 69}}, "status": "suc...	2026-08-16 09:53:13	2026-08-16 09:53:26	1
16	79b68586-529f-4f81-8834-57bd26e8fb9c	20260816-0004	2026-08-16 00:00:00	success	100	{"task_id": "79b68586-529f-4f81-8834-57bd26e8fb9c", "data_date": "2026-08-16", "shapes": {"engine_a": [774, 48], "engine_b": [774, 96], "engine_c": [774, 75], "engine_d": [774, 69]}, "elapsed_seconds": 37.105, "engine_stats": {"engine_a": {"shape": [774, 48], "elapsed": 2.204, "cols": 48}, "engine_b": {"shape": [774, 96], "elapsed": 4.053, "cols": 96}, "engine_c": {"shape": [774, 75], "elapsed": 2.471, "cols": 75}, "engine_d": {"shape": [774, 69], "elapsed": 2.487, "cols": 69}, "saver": {"res...	2026-08-16 09:55:14	2026-08-16 09:55:52	1
17	4a6ba152-325f-4776-bdb7-ea260d17594a	20260816-0005	2026-08-16 00:00:00	success	100	{"task_id": "4a6ba152-325f-4776-bdb7-ea260d17594a", "data_date": "2026-08-16", "shapes": {"engine_a": [774, 48], "engine_b": [774, 96], "engine_c": [774, 75], "engine_d": [774, 69]}, "elapsed_seconds": 47.874, "engine_stats": {"engine_a": {"shape": [774, 48], "elapsed": 2.53, "cols": 48}, "engine_b": {"shape": [774, 96], "elapsed": 5.934, "cols": 96}, "engine_c": {"shape": [774, 75], "elapsed": 6.6, "cols": 75}, "engine_d": {"shape": [774, 69], "elapsed": 2.69, "cols": 69}, "saver": {"result_...	2026-08-16 10:10:59	2026-08-16 10:11:47	1
18	cb679e87-713c-4b1d-8c39-dfe444f3432f	20260816-0006	2026-08-16 00:00:00	success	100	{"task_id": "cb679e87-713c-4b1d-8c39-dfe444f3432f", "data_date": "2026-08-16", "shapes": {"engine_a": [774, 48], "engine_b": [774, 96], "engine_c": [774, 75], "engine_d": [774, 69]}, "elapsed_seconds": 37.67, "engine_stats": {"engine_a": {"shape": [774, 48], "elapsed": 0.47, "cols": 48}, "engine_b": {"shape": [774, 96], "elapsed": 1.522, "cols": 96}, "engine_c": {"shape": [774, 75], "elapsed": 2.679, "cols": 75}, "engine_d": {"shape": [774, 69], "elapsed": 2.748, "cols": 69}, "saver": {"resul...	2026-08-16 10:15:07	2026-08-16 10:15:45	1
